ip,cpu_usage,memory_usage,network_traffic,execution_time,latency
10.0.1.243,89.24,66.15,93.0,96.0,69.29
10.0.1.244,47.22,81.2,89.0,56.0,32.09
10.0.1.245,7.53,32.74,663.0,13.0,16.86
10.0.1.246,20.9,49.31,284.0,55.0,54.58
10.0.1.247,34.21,83.26,252.0,99.0,147.38
10.0.1.248,53.17,78.51,470.0,4.0,12.3
10.0.1.249,84.93,56.81,26.0,29.0,5.26
10.0.1.250,55.52,61.38,832.0,84.0,407.5
10.0.1.251,59.32,18.13,978.0,16.0,61.57
10.0.1.252,55.34,94.94,79.0,75.0,44.44
10.0.1.253,7.57,9.3,17.0,49.0,0.73
10.0.1.254,52.35,7.29,156.0,44.0,20.73
10.0.1.255,26.56,55.91,684.0,14.0,38.25
10.0.2.1,41.6,41.75,508.0,26.0,54.32
10.0.2.2,10.34,73.41,660.0,32.0,87.78
10.0.2.3,27.47,91.24,625.0,49.0,182.34
10.0.2.4,26.16,57.18,745.0,26.0,79.85
10.0.2.5,48.32,70.7,45.0,67.0,18.11
10.0.2.6,94.21,11.29,910.0,47.0,223.65
10.0.2.7,5.19,96.24,152.0,24.0,18.26
10.0.2.8,16.56,34.6,49.0,90.0,11.25
10.0.2.9,75.6,99.24,543.0,39.0,187.26
10.0.2.10,5.04,9.45,404.0,14.0,4.17
10.0.2.11,68.3,92.93,227.0,67.0,123.18
10.0.2.12,56.97,55.65,699.0,91.0,357.72
10.0.2.13,71.07,77.61,476.0,99.0,348.56
10.0.2.14,58.65,51.65,735.0,9.0,35.17
10.0.2.15,38.02,74.21,535.0,45.0,133.67
10.0.2.16,96.48,30.91,708.0,13.0,57.44
10.0.2.17,44.09,66.71,495.0,84.0,229.32
10.0.2.18,52.69,32.12,838.0,86.0,306.86
10.0.2.19,43.94,74.74,299.0,3.0,5.21
10.0.2.20,63.11,61.13,122.0,31.0,23.41
10.0.2.21,22.72,54.88,927.0,86.0,310.51
10.0.2.22,22.94,55.46,447.0,98.0,171.29
10.0.2.23,34.12,66.31,123.0,58.0,35.79
10.0.2.24,16.23,5.0,288.0,35.0,10.77
10.0.2.25,80.58,53.91,490.0,35.0,115.93
10.0.2.26,48.46,30.08,794.0,39.0,120.51
10.0.2.27,49.61,44.49,698.0,51.0,167.78
10.0.2.28,5.38,47.8,308.0,75.0,61.78
10.0.2.29,24.15,34.98,508.0,42.0,63.59
10.0.2.30,43.01,15.91,60.0,21.0,3.67
10.0.2.31,7.55,57.72,922.0,89.0,267.45
10.0.2.32,73.91,87.07,550.0,58.0,257.98
10.0.2.33,39.27,71.84,280.0,50.0,77.3
10.0.2.34,92.24,56.75,74.0,81.0,44.7
10.0.2.35,61.28,5.4,351.0,46.0,54.3
10.0.2.36,29.17,85.73,285.0,68.0,111.04
10.0.2.37,33.12,10.19,491.0,29.0,30.63
10.0.2.38,24.95,48.95,461.0,100.0,170.31
10.0.2.39,82.12,60.53,197.0,12.0,17.04
10.0.2.40,50.11,35.71,289.0,63.0,77.65
10.0.2.41,8.4,90.35,309.0,35.0,53.37
10.0.2.42,47.91,38.97,735.0,82.0,261.24
10.0.2.43,35.39,51.98,214.0,75.0,70.07
10.0.2.44,95.4,83.43,139.0,9.0,11.02
10.0.2.45,32.57,67.14,994.0,22.0,106.82
10.0.2.46,17.12,26.82,425.0,90.0,84.44
10.0.2.47,39.03,57.73,720.0,15.0,51.39
10.0.2.48,22.94,9.63,740.0,79.0,95.05
10.0.2.49,45.06,12.62,666.0,11.0,21.42
10.0.2.50,31.12,90.81,489.0,80.0,237.22
10.0.2.51,33.95,98.51,75.0,76.0,37.98
10.0.2.52,54.31,74.97,234.0,91.0,137.25
10.0.2.53,32.88,36.4,965.0,66.0,219.17
10.0.2.54,87.98,80.19,417.0,61.0,214.11
10.0.2.55,43.57,48.54,41.0,77.0,14.35
10.0.2.56,21.04,60.52,880.0,2.0,7.47
10.0.2.57,18.24,69.92,413.0,55.0,100.64
10.0.2.58,64.97,39.27,440.0,66.0,152.34
10.0.2.59,66.21,47.44,212.0,30.0,35.51
10.0.2.60,41.99,28.19,101.0,100.0,35.4
10.0.2.61,20.5,22.82,43.0,77.0,7.26
10.0.2.62,23.76,47.28,668.0,3.0,7.47
10.0.2.63,18.11,50.91,244.0,55.0,46.55
10.0.2.64,54.28,85.71,343.0,29.0,70.42
10.0.2.65,51.59,25.47,313.0,60.0,71.98
10.0.2.66,48.31,28.3,617.0,43.0,100.72
10.0.2.67,58.02,8.16,774.0,32.0,82.26
10.0.2.68,71.89,76.81,706.0,70.0,368.61
10.0.2.69,83.97,43.2,201.0,22.0,28.21
10.0.2.70,93.12,34.53,157.0,86.0,86.0
10.0.2.71,37.9,14.97,350.0,57.0,52.99
10.0.2.72,18.24,26.83,972.0,40.0,87.38
10.0.2.73,92.58,99.73,491.0,55.0,258.32
10.0.2.74,13.76,66.17,362.0,0.0,0.11
10.0.2.75,34.61,7.26,723.0,42.0,63.72
10.0.2.76,60.29,86.16,509.0,64.0,237.1
10.0.2.77,17.98,8.18,56.0,9.0,0.68
10.0.2.78,94.52,84.11,401.0,7.0,26.45
10.0.2.79,54.19,23.41,634.0,77.0,188.85
10.0.2.80,34.35,69.88,716.0,41.0,151.58
10.0.2.81,27.07,72.86,601.0,44.0,133.66
10.0.2.82,34.72,35.69,112.0,91.0,35.9
10.0.2.83,42.0,50.03,829.0,9.0,35.97
10.0.2.84,23.26,86.74,964.0,14.0,75.49
10.0.2.85,47.12,90.78,239.0,51.0,83.19
10.0.2.86,49.35,67.92,255.0,73.0,108.63
10.0.2.87,46.8,55.58,893.0,57.0,259.22
10.0.2.88,63.98,26.71,849.0,80.0,309.38
10.0.2.89,82.86,18.76,301.0,81.0,123.73
10.0.2.90,45.08,78.81,163.0,48.0,48.85
10.0.2.91,17.04,54.22,907.0,85.0,273.97
10.0.2.92,18.93,16.8,599.0,92.0,98.67
10.0.2.93,78.09,48.21,491.0,28.0,86.18
10.0.2.94,35.43,96.08,152.0,17.0,16.67
10.0.2.95,91.43,58.37,82.0,82.0,50.28
10.0.2.96,75.87,99.98,740.0,55.0,357.58
10.0.2.97,33.05,80.29,595.0,27.0,89.4
10.0.2.98,41.59,62.7,914.0,27.0,129.19
10.0.2.99,22.08,92.17,370.0,43.0,90.05
10.0.2.100,62.14,41.42,329.0,47.0,80.94
10.0.2.101,77.82,80.41,576.0,19.0,86.85
10.0.2.102,44.09,65.84,487.0,52.0,140.18
10.0.2.103,62.8,93.12,965.0,49.0,371.98
10.0.2.104,48.38,81.3,930.0,49.0,295.11
10.0.2.105,47.11,99.37,809.0,46.0,270.59
10.0.2.106,91.89,59.48,868.0,62.0,406.53
10.0.2.107,10.81,76.11,221.0,35.0,33.85
10.0.2.108,39.56,97.26,254.0,31.0,54.23
10.0.2.109,54.24,43.67,544.0,25.0,67.03
10.0.2.110,38.6,13.42,122.0,63.0,20.0
10.0.2.111,40.58,91.63,622.0,14.0,58.74
10.0.2.112,45.06,14.48,759.0,61.0,136.97
10.0.2.113,72.6,68.64,87.0,12.0,7.34
10.0.2.114,72.56,10.28,772.0,81.0,260.76
10.0.2.115,48.37,59.49,690.0,25.0,93.62
10.0.2.116,30.6,6.46,497.0,19.0,17.23
10.0.2.117,25.94,8.0,996.0,16.0,26.38
10.0.2.118,55.93,15.15,957.0,30.0,102.77
10.0.2.119,19.69,12.4,963.0,30.0,45.98
10.0.2.120,50.86,72.74,128.0,21.0,16.23
10.0.2.121,33.83,30.72,148.0,54.0,26.0
10.0.2.122,17.79,13.72,574.0,17.0,15.15
10.0.2.123,45.11,24.29,957.0,35.0,117.84
10.0.2.124,60.01,60.59,91.0,35.0,18.95
10.0.2.125,17.7,31.45,510.0,74.0,93.02
10.0.2.126,77.94,55.37,983.0,15.0,97.27
10.0.2.127,41.27,32.87,784.0,75.0,217.58
10.0.2.128,29.78,5.16,458.0,15.0,12.13
10.0.2.129,46.8,10.19,23.0,31.0,2.0
10.0.2.130,80.38,28.19,965.0,60.0,312.91
10.0.2.131,44.17,53.56,224.0,56.0,61.78
10.0.2.132,54.09,26.13,639.0,53.0,135.98
10.0.2.133,41.06,28.06,370.0,22.0,28.56
10.0.2.134,10.9,20.32,546.0,33.0,27.92
10.0.2.135,17.61,59.91,613.0,43.0,101.79
10.0.2.136,43.19,5.77,220.0,2.0,1.09
10.0.2.137,78.06,47.34,788.0,89.0,441.73
10.0.2.138,82.91,29.41,59.0,71.0,23.58
10.0.2.139,14.96,40.44,817.0,82.0,184.72
10.0.2.140,42.63,77.12,322.0,21.0,41.21
10.0.2.141,60.09,77.39,908.0,45.0,280.37
10.0.2.142,17.81,83.24,717.0,95.0,344.62
10.0.2.143,13.13,56.65,432.0,84.0,127.2
10.0.2.144,32.02,59.93,374.0,94.0,161.37
10.0.2.145,93.02,98.85,176.0,65.0,110.74
10.0.2.146,88.44,34.4,381.0,21.0,49.56
10.0.2.147,14.53,21.65,102.0,24.0,4.4
10.0.2.148,83.29,76.97,623.0,1.0,5.22
10.0.2.149,34.73,83.77,505.0,62.0,184.12
10.0.2.150,93.89,70.06,923.0,2.0,15.91
10.0.2.151,66.95,72.18,710.0,75.0,368.91
10.0.2.152,49.65,59.8,811.0,80.0,354.41
10.0.2.153,47.62,34.99,423.0,50.0,87.57
10.0.2.154,80.44,89.33,203.0,48.0,83.21
10.0.2.155,48.18,43.43,423.0,65.0,126.75
10.0.2.156,72.49,78.76,303.0,89.0,202.85
10.0.2.157,53.54,32.38,704.0,76.0,229.58
10.0.2.158,45.8,76.35,671.0,5.0,19.27
10.0.2.159,93.34,26.11,254.0,77.0,116.67
10.0.2.160,12.18,81.92,270.0,85.0,108.48
10.0.2.161,51.09,94.52,732.0,100.0,532.18
10.0.2.162,8.85,99.98,392.0,4.0,9.54
10.0.2.163,36.96,42.11,719.0,64.0,182.83
10.0.2.164,15.93,31.7,936.0,11.0,23.88
10.0.2.165,89.65,67.3,656.0,78.0,403.27
10.0.2.166,12.13,88.68,255.0,89.0,114.45
10.0.2.167,85.98,26.29,387.0,11.0,23.53
10.0.2.168,28.6,57.27,369.0,47.0,73.96
10.0.2.169,61.87,76.7,740.0,36.0,185.42
10.0.2.170,22.59,88.33,396.0,9.0,20.18
10.0.2.171,68.98,7.77,158.0,70.0,42.06
10.0.2.172,77.05,55.99,91.0,51.0,31.06
10.0.2.173,76.1,8.94,726.0,51.0,157.43
10.0.2.174,93.74,42.74,555.0,17.0,63.58
10.0.2.175,6.25,11.38,27.0,19.0,0.44
10.0.2.176,9.06,99.74,54.0,35.0,10.31
10.0.2.177,41.86,17.62,431.0,39.0,50.38
10.0.2.178,83.62,48.46,13.0,88.0,7.47
10.0.2.179,50.12,92.26,33.0,90.0,21.13
10.0.2.180,32.99,37.75,603.0,28.0,60.2
10.0.2.181,71.73,35.41,435.0,79.0,184.77
10.0.2.182,57.79,63.42,465.0,15.0,41.62
10.0.2.183,9.03,69.79,208.0,20.0,16.09
10.0.2.184,44.12,62.25,166.0,40.0,35.4
10.0.2.185,24.49,17.4,197.0,39.0,15.9
10.0.2.186,37.28,61.26,964.0,61.0,290.19
10.0.2.187,95.98,69.05,568.0,15.0,71.51
10.0.2.188,13.7,97.15,511.0,93.0,263.62
10.0.2.189,24.7,87.06,813.0,74.0,336.61
10.0.2.190,69.02,9.7,749.0,11.0,32.46
10.0.2.191,54.63,87.5,158.0,12.0,12.89
10.0.2.192,19.08,5.17,552.0,39.0,25.99
10.0.2.193,60.3,47.77,899.0,16.0,77.78
10.0.2.194,99.77,9.99,220.0,43.0,51.96
10.0.2.195,23.34,18.08,883.0,91.0,165.78
10.0.2.196,59.23,84.41,880.0,40.0,255.4
10.0.2.197,16.05,98.14,290.0,88.0,146.18
10.0.2.198,19.18,84.81,195.0,95.0,96.52
10.0.2.199,26.47,10.31,712.0,9.0,12.35
10.0.2.200,41.11,47.88,879.0,79.0,307.42
10.0.2.201,16.21,44.53,165.0,97.0,48.66
10.0.2.202,62.89,86.45,603.0,96.0,432.84
10.0.2.203,5.54,77.0,646.0,36.0,95.23
10.0.2.204,15.36,30.91,411.0,7.0,6.23
10.0.2.205,40.12,67.27,820.0,8.0,33.92
10.0.2.206,13.63,8.05,857.0,59.0,54.64
10.0.2.207,97.17,29.92,343.0,78.0,169.95
10.0.2.208,65.16,69.33,977.0,50.0,329.53
10.0.2.209,35.3,22.21,314.0,96.0,86.6
10.0.2.210,29.96,51.31,779.0,46.0,145.02
10.0.2.211,47.65,60.52,199.0,74.0,79.0
10.0.2.212,69.79,42.94,341.0,58.0,111.02
10.0.2.213,21.28,47.29,214.0,57.0,41.64
10.0.2.214,43.85,53.89,931.0,34.0,156.77
10.0.2.215,67.7,97.23,977.0,84.0,678.15
10.0.2.216,66.81,26.27,756.0,77.0,271.96
10.0.2.217,71.69,57.83,790.0,1.0,5.55
10.0.2.218,54.46,92.82,372.0,78.0,213.52
10.0.2.219,23.89,36.48,763.0,33.0,76.39
10.0.2.220,87.62,33.14,732.0,77.0,338.59
10.0.2.221,16.84,72.23,927.0,17.0,68.62
10.0.2.222,88.46,24.29,74.0,14.0,5.7
10.0.2.223,48.17,61.5,541.0,87.0,257.23
10.0.2.224,73.02,61.45,869.0,14.0,83.48
10.0.2.225,42.11,76.72,959.0,12.0,70.16
10.0.2.226,94.78,19.16,335.0,37.0,70.21
10.0.2.227,37.93,44.5,132.0,80.0,43.68
10.0.2.228,63.36,76.18,236.0,10.0,16.88
10.0.2.229,74.1,59.04,579.0,54.0,207.56
10.0.2.230,71.18,5.22,110.0,91.0,38.48
10.0.2.231,89.61,46.54,46.0,81.0,25.3
10.0.2.232,65.56,51.58,655.0,60.0,230.45
10.0.2.233,50.39,12.82,390.0,13.0,15.41
10.0.2.234,55.32,97.78,381.0,14.0,42.0
10.0.2.235,9.23,93.76,292.0,49.0,72.92
10.0.2.236,28.42,49.82,504.0,9.0,16.82
10.0.2.237,5.7,94.11,898.0,91.0,405.89
10.0.2.238,11.21,73.96,584.0,71.0,176.0
10.0.2.239,89.25,26.3,343.0,86.0,171.51
10.0.2.240,67.88,24.87,530.0,66.0,161.57
10.0.2.241,35.97,12.49,473.0,53.0,60.46
10.0.2.242,54.37,88.47,578.0,44.0,182.45
10.0.2.243,91.3,44.05,301.0,0.0,0.99
10.0.2.244,38.28,16.26,240.0,13.0,8.61
10.0.2.245,66.47,23.68,14.0,14.0,0.85
10.0.2.246,58.42,64.46,583.0,59.0,210.76
10.0.2.247,88.95,41.81,864.0,90.0,509.01
10.0.2.248,62.14,36.63,274.0,54.0,72.65
10.0.2.249,98.54,11.45,162.0,50.0,44.92
10.0.2.250,25.41,24.97,589.0,78.0,116.44
10.0.2.251,11.08,5.42,142.0,68.0,7.91
10.0.2.252,8.5,23.73,568.0,98.0,89.59
10.0.2.253,84.61,80.44,298.0,37.0,91.78
10.0.2.254,83.1,57.26,701.0,51.0,249.39
10.0.2.255,55.62,22.16,425.0,81.0,133.23
10.0.3.1,56.25,97.22,492.0,42.0,157.77
10.0.3.2,8.65,95.56,539.0,79.0,221.44
10.0.3.3,24.15,51.12,734.0,15.0,42.17
10.0.3.4,84.72,83.92,819.0,43.0,297.28
10.0.3.5,63.48,70.21,406.0,78.0,211.79
10.0.3.6,77.21,61.03,810.0,7.0,40.15
10.0.3.7,28.68,21.36,49.0,55.0,6.83
10.0.3.8,6.76,12.96,182.0,35.0,6.22
10.0.3.9,76.96,67.65,215.0,18.0,28.6
10.0.3.10,8.74,51.78,664.0,2.0,4.05
10.0.3.11,96.5,94.23,126.0,64.0,76.5
10.0.3.12,44.25,56.41,43.0,44.0,9.6
10.0.3.13,58.97,53.89,588.0,1.0,3.82
10.0.3.14,39.94,78.4,669.0,64.0,254.43
10.0.3.15,53.3,74.41,131.0,11.0,9.05
10.0.3.16,94.53,55.38,45.0,64.0,21.56
10.0.3.17,61.32,97.09,964.0,59.0,451.47
10.0.3.18,25.31,82.89,460.0,80.0,199.47
10.0.3.19,44.59,92.42,772.0,77.0,409.43
10.0.3.20,87.95,82.32,795.0,13.0,86.0
10.0.3.21,91.18,35.59,435.0,78.0,215.88
10.0.3.22,93.52,30.08,512.0,27.0,86.78
10.0.3.23,33.78,9.33,740.0,19.0,30.73
10.0.3.24,97.77,31.27,235.0,92.0,138.55
10.0.3.25,37.5,40.84,810.0,42.0,132.04
10.0.3.26,93.97,54.43,771.0,76.0,437.35
10.0.3.27,70.77,89.93,14.0,93.0,10.78
10.0.3.28,24.58,56.42,157.0,90.0,57.19
10.0.3.29,95.07,40.61,299.0,90.0,182.09
10.0.3.30,61.82,27.25,739.0,20.0,65.03
10.0.3.31,52.05,95.05,35.0,57.0,14.62
10.0.3.32,67.33,7.63,909.0,88.0,299.06
10.0.3.33,53.2,11.31,217.0,63.0,44.06
10.0.3.34,57.08,75.28,158.0,22.0,23.07
10.0.3.35,18.84,47.44,516.0,42.0,71.86
10.0.3.36,63.21,56.69,490.0,12.0,36.1
10.0.3.37,44.47,63.55,816.0,71.0,313.61
10.0.3.38,93.21,26.69,395.0,4.0,8.66
10.0.3.39,14.3,41.04,377.0,76.0,79.37
10.0.3.40,85.01,96.48,857.0,15.0,119.44
10.0.3.41,79.59,84.37,251.0,60.0,122.62
10.0.3.42,63.48,45.12,777.0,18.0,75.83
10.0.3.43,30.26,83.21,530.0,29.0,86.82
10.0.3.44,90.99,95.73,636.0,75.0,442.7
10.0.3.45,46.11,37.08,382.0,35.0,55.99
10.0.3.46,69.97,37.45,981.0,1.0,7.32
10.0.3.47,12.41,89.5,650.0,94.0,311.05
10.0.3.48,20.19,26.15,806.0,92.0,171.97
10.0.3.49,48.66,45.56,317.0,3.0,4.11
10.0.3.50,47.73,42.68,252.0,83.0,94.88
10.0.3.51,92.13,7.28,846.0,46.0,193.75
10.0.3.52,37.42,42.53,374.0,36.0,53.22
10.0.3.53,58.14,77.44,662.0,13.0,58.44
10.0.3.54,56.81,86.57,954.0,77.0,523.85
10.0.3.55,56.19,31.04,135.0,3.0,1.81
10.0.3.56,28.21,35.75,855.0,81.0,220.3
10.0.3.57,37.94,23.43,868.0,93.0,247.88
10.0.3.58,46.67,78.65,844.0,75.0,395.23
10.0.3.59,65.28,15.66,108.0,2.0,0.92
10.0.3.60,44.26,70.57,132.0,24.0,18.11
10.0.3.61,95.08,69.5,350.0,68.0,194.75
10.0.3.62,57.29,18.99,996.0,23.0,85.57
10.0.3.63,57.48,42.37,613.0,13.0,39.5
10.0.3.64,31.43,24.66,678.0,11.0,20.4
10.0.3.65,31.82,47.61,687.0,79.0,216.36
10.0.3.66,7.26,91.19,384.0,81.0,152.86
10.0.3.67,78.27,14.4,843.0,4.0,14.69
10.0.3.68,82.46,17.73,561.0,100.0,280.31
10.0.3.69,60.3,87.91,917.0,94.0,641.2
10.0.3.70,5.71,47.82,359.0,17.0,16.75
10.0.3.71,57.83,53.16,773.0,39.0,165.81
10.0.3.72,61.62,34.19,176.0,64.0,53.8
10.0.3.73,11.13,72.99,643.0,85.0,230.75
10.0.3.74,98.09,16.09,127.0,98.0,70.95
10.0.3.75,37.34,41.69,207.0,92.0,74.83
10.0.3.76,22.26,63.74,303.0,40.0,51.96
10.0.3.77,19.58,39.92,323.0,29.0,27.69
10.0.3.78,29.08,35.46,210.0,11.0,7.42
10.0.3.79,40.08,98.62,57.0,59.0,23.44
10.0.3.80,77.35,25.55,282.0,10.0,15.22
10.0.3.81,72.5,43.04,206.0,27.0,32.46
10.0.3.82,87.45,5.8,946.0,5.0,23.58
10.0.3.83,91.66,45.25,807.0,63.0,350.17
10.0.3.84,40.36,31.1,930.0,66.0,219.91
10.0.3.85,95.22,59.35,746.0,99.0,571.47
10.0.3.86,14.99,61.43,432.0,62.0,101.66
10.0.3.87,88.84,96.85,969.0,0.0,1.42
10.0.3.88,88.92,26.2,115.0,9.0,6.09
10.0.3.89,82.2,55.97,588.0,39.0,156.92
10.0.3.90,29.13,30.51,428.0,35.0,44.12
10.0.3.91,52.39,67.28,838.0,85.0,425.83
10.0.3.92,35.06,8.97,392.0,0.0,0.11
10.0.3.93,53.83,15.44,280.0,98.0,94.97
10.0.3.94,69.97,52.87,359.0,2.0,5.28
10.0.3.95,21.36,43.66,833.0,40.0,107.95
10.0.3.96,52.88,22.81,283.0,99.0,106.21
10.0.3.97,66.0,63.36,880.0,45.0,254.9
10.0.3.98,93.59,99.25,368.0,68.0,239.47
10.0.3.99,62.4,92.49,353.0,85.0,231.72
10.0.3.100,62.45,94.96,810.0,42.0,270.04
10.0.3.101,79.84,91.14,571.0,77.0,374.59
10.0.3.102,5.13,78.16,347.0,6.0,8.74
10.0.3.103,63.82,15.36,730.0,84.0,241.81
10.0.3.104,56.23,85.89,199.0,44.0,62.65
10.0.3.105,58.0,46.3,416.0,32.0,68.61
10.0.3.106,12.69,45.8,691.0,58.0,117.59
10.0.3.107,81.73,8.41,739.0,3.0,8.56
10.0.3.108,55.1,25.26,439.0,17.0,29.22
10.0.3.109,14.22,93.85,524.0,80.0,226.8
10.0.3.110,24.36,21.02,835.0,57.0,108.14
10.0.3.111,35.42,78.89,208.0,25.0,29.16
10.0.3.112,11.79,81.84,359.0,64.0,107.7
10.0.3.113,59.19,92.71,753.0,34.0,195.19
10.0.3.114,76.54,51.18,801.0,49.0,250.62
10.0.3.115,34.44,10.07,635.0,56.0,78.94
10.0.3.116,51.15,27.54,647.0,89.0,226.56
10.0.3.117,28.58,70.39,832.0,44.0,180.52
10.0.3.118,22.38,50.52,996.0,40.0,146.13
10.0.3.119,11.31,96.52,869.0,2.0,8.8
10.0.3.120,19.06,57.64,428.0,59.0,96.32
10.0.3.121,32.65,45.02,852.0,50.0,166.72
10.0.3.122,44.0,47.03,659.0,18.0,52.86
10.0.3.123,87.56,91.76,963.0,79.0,681.95
10.0.3.124,97.44,85.59,305.0,82.0,227.78
10.0.3.125,11.14,67.42,553.0,96.0,207.79
10.0.3.126,55.54,24.57,403.0,15.0,23.79
10.0.3.127,9.71,57.43,574.0,75.0,143.59
10.0.3.128,53.31,27.49,622.0,93.0,233.77
10.0.3.129,78.94,75.84,571.0,3.0,14.26
10.0.3.130,15.32,92.18,928.0,34.0,169.89
10.0.3.131,36.38,35.31,69.0,95.0,23.41
10.0.3.132,98.39,89.89,682.0,42.0,270.2
10.0.3.133,89.42,90.35,638.0,17.0,99.75
10.0.3.134,8.45,57.01,237.0,19.0,14.38
10.0.3.135,61.6,52.21,197.0,17.0,18.69
10.0.3.136,93.27,27.76,709.0,40.0,169.63
10.0.3.137,46.9,56.02,242.0,0.0,0.01
10.0.3.138,5.81,73.36,211.0,36.0,29.92
10.0.3.139,5.11,70.88,666.0,95.0,241.08
10.0.3.140,39.04,31.65,942.0,32.0,105.81
10.0.3.141,76.95,65.58,251.0,45.0,79.84
10.0.3.142,42.66,88.34,660.0,69.0,297.18
10.0.3.143,36.91,53.53,947.0,68.0,291.1
10.0.3.144,18.1,72.48,62.0,23.0,6.3
10.0.3.145,36.98,49.39,599.0,94.0,244.34
10.0.3.146,43.03,47.69,916.0,26.0,106.84
10.0.3.147,33.37,7.2,893.0,40.0,73.04
10.0.3.148,44.92,35.44,235.0,25.0,23.46
10.0.3.149,50.34,26.67,973.0,47.0,177.15
10.0.3.150,31.84,6.98,486.0,27.0,25.48
10.0.3.151,76.45,29.38,921.0,90.0,436.87
10.0.3.152,9.18,80.92,614.0,3.0,9.6
10.0.3.153,69.99,67.01,738.0,2.0,8.52
10.0.3.154,27.45,10.05,522.0,35.0,33.97
10.0.3.155,55.17,15.18,581.0,94.0,192.44
10.0.3.156,48.67,9.65,685.0,61.0,121.09
10.0.3.157,77.68,41.03,81.0,48.0,22.92
10.0.3.158,86.03,54.08,246.0,17.0,28.59
10.0.3.159,51.18,29.69,976.0,4.0,16.64
10.0.3.160,30.75,55.65,546.0,87.0,206.48
10.0.3.161,6.06,29.22,362.0,42.0,26.76
10.0.3.162,73.07,46.16,546.0,86.0,278.62
10.0.3.163,89.84,18.56,465.0,23.0,57.28
10.0.3.164,47.3,10.5,774.0,37.0,82.01
10.0.3.165,67.94,43.96,911.0,12.0,60.41
10.0.3.166,98.61,62.18,581.0,16.0,76.01
10.0.3.167,99.68,86.67,470.0,18.0,79.88
10.0.3.168,83.11,34.74,12.0,64.0,4.38
10.0.3.169,45.89,87.39,995.0,67.0,440.89
10.0.3.170,80.54,79.48,240.0,9.0,16.61
10.0.3.171,84.58,17.75,50.0,64.0,16.34
10.0.3.172,88.06,65.94,849.0,3.0,21.56
10.0.3.173,77.74,10.99,615.0,6.0,16.09
10.0.3.174,86.07,18.34,247.0,6.0,7.1
10.0.3.175,75.47,78.55,145.0,50.0,55.39
10.0.3.176,17.97,26.47,909.0,23.0,47.34
10.0.3.177,85.39,82.46,687.0,76.0,441.02
10.0.3.178,85.89,89.49,805.0,94.0,662.78
10.0.3.179,55.51,67.4,446.0,10.0,26.31
10.0.3.180,25.62,31.7,133.0,16.0,6.04
10.0.3.181,16.93,86.13,421.0,54.0,117.06
10.0.3.182,83.57,67.43,36.0,57.0,15.41
10.0.3.183,51.72,71.39,33.0,52.0,10.54
10.0.3.184,96.85,74.91,571.0,37.0,182.39
10.0.3.185,70.46,63.12,125.0,18.0,15.27
10.0.3.186,80.07,57.87,232.0,100.0,160.16
10.0.3.187,81.23,64.13,551.0,6.0,24.55
10.0.3.188,8.09,45.77,795.0,79.0,170.11
10.0.3.189,26.9,16.67,121.0,32.0,8.35
10.0.3.190,84.95,94.3,436.0,12.0,48.08
10.0.3.191,74.89,17.98,968.0,92.0,414.56
10.0.3.192,50.94,88.47,576.0,34.0,137.79
10.0.3.193,17.27,33.85,535.0,83.0,113.35
10.0.3.194,99.05,97.34,378.0,55.0,205.67
10.0.3.195,11.4,29.0,882.0,87.0,155.76
10.0.3.196,49.99,58.99,575.0,1.0,3.75
10.0.3.197,85.21,10.23,793.0,25.0,93.28
10.0.3.198,72.88,86.16,154.0,76.0,93.46
10.0.3.199,37.49,99.95,461.0,30.0,94.96
10.0.3.200,71.35,75.81,663.0,51.0,247.73
10.0.3.201,18.18,12.57,553.0,79.0,67.28
10.0.3.202,14.86,48.93,180.0,58.0,33.09
10.0.3.203,18.3,73.94,124.0,70.0,40.26
10.0.3.204,31.33,54.2,797.0,63.0,214.86
10.0.3.205,33.22,56.16,464.0,45.0,93.74
10.0.3.206,28.97,41.51,251.0,5.0,4.14
10.0.3.207,53.76,19.61,640.0,65.0,153.3
10.0.3.208,40.06,71.64,296.0,38.0,63.0
10.0.3.209,44.27,73.68,562.0,12.0,39.59
10.0.3.210,7.91,12.91,159.0,89.0,14.67
10.0.3.211,49.93,81.67,942.0,19.0,115.65
10.0.3.212,8.64,51.37,965.0,3.0,8.16
10.0.3.213,27.03,27.51,863.0,24.0,55.8
10.0.3.214,85.9,65.4,82.0,5.0,3.28
10.0.3.215,50.11,76.14,375.0,6.0,14.94
10.0.3.216,48.78,25.62,154.0,36.0,20.77
10.0.3.217,50.67,48.4,158.0,51.0,40.22
10.0.3.218,90.64,69.77,271.0,92.0,200.0
10.0.3.219,62.6,80.76,240.0,15.0,26.27
10.0.3.220,66.62,59.28,605.0,82.0,312.6
10.0.3.221,35.86,35.8,679.0,92.0,222.86
10.0.3.222,45.07,11.16,87.0,47.0,11.5
10.0.3.223,53.08,79.89,156.0,11.0,10.96
10.0.3.224,98.85,37.09,176.0,11.0,13.45
10.0.3.225,57.95,40.6,26.0,86.0,10.96
10.0.3.226,29.23,35.12,725.0,46.0,107.36
10.0.3.227,5.5,98.53,292.0,50.0,76.08
10.0.3.228,78.53,93.16,880.0,98.0,737.62
10.0.3.229,14.04,75.5,38.0,91.0,15.6
10.0.3.230,27.63,83.3,684.0,19.0,72.05
